yyyy,sex,Job classification,Job level,Factory code,Management Layers,Work experience1,Work experience2,Work experience3,Work experience4,Work experience5,Project Hours,Project Numbers,Current project position,Special project,Working place,Training hours A,Training hours B,Training hours C,Total production,Number of Honors,Promotion or Not,Promotion speed,leave this three mon. A,leave this year A,leave this three mon. B,leave this year B,Business Trip A,Business Trip B,B-Trip Concentration,Annual performance A,Annual performance B,Annual performance C,Age level,Marital Status,Job tenure level A,Job tenure level B,Job tenure level C,Average working years,highest education,Graduated School,Graduated Department,Family numbers,Commuting cost,Affiliated department,Work Overtime
2015,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,1.0,5.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,9.0,16086.0,0.0
2016,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,2.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,9.0,16086.0,0.0
2017,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,1.0,2.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,9.0,16086.0,0.0
2016,0.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,9.0,0.0,9.0,17144.0,0.0
2017,0.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,9.0,0.0,9.0,17144.0,0.0
2014,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,8.0,2.0,6.0,8157.0,0.0
2015,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,5.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,8.0,2.0,6.0,8157.0,0.0
2016,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,8.0,2.0,6.0,8157.0,0.0
2017,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,8.0,2.0,6.0,8157.0,0.0
2014,1.0,1.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,6.0,6.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,12.0,1.0,7.0,2.0,9.0,2.0,2.0,5.0,6.0,1.0,8.0,6167.0,0.0
2014,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,8126.0,0.0
2015,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,10.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,8126.0,0.0
2016,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,11.0,1.0,8.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,3.0,2.0,1.0,8.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,8126.0,0.0
2017,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,7.0,6.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,8126.0,0.0
2014,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,5.0,2.0,6.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,4.0,6.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,8.0,4125.0,3.0
2015,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,0.0,6.0,2.0,0.0,1.0,7.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,2.0,6.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,8.0,4125.0,8.0
2016,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,0.0,6.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,7.0,5.0,6.0,2.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,8.0,4125.0,1.0
2017,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,3.0,0.0,4.0,10.0,9.0,5.0,7.0,2.0,4.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,8.0,4125.0,6.0
2014,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,10.0,1.0,6.0,4.0,3.0,1.0,3.0,3.0,8.0,0.0,8.0,14077.0,16.0
2014,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,2.0,6.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,4.0,8.0,0.0,8.0,8157.0,0.0
2014,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,4.0,5.0,4.0,6.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19043.0,3.0
2015,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,5.0,1.0,6.0,1.0,0.0,1.0,10.0,1.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19043.0,0.0
2016,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,3.0,14.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19043.0,0.0
2017,0.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,5.0,2.0,6.0,4.0,0.0,4.0,16.0,3.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19043.0,1.0
2015,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,2.0,7.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,10.0,20017.0,0.0
2016,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,10.0,20017.0,0.0
2017,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,6.0,3.0,10.0,20017.0,0.0
2017,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,20127.0,3.0
2014,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,12.0,1.0,7.0,6.0,2.0,2.0,2.0,4.0,9.0,0.0,8.0,20054.0,0.0
2015,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,13.0,1.0,7.0,6.0,2.0,2.0,2.0,4.0,9.0,0.0,8.0,20123.0,0.0
2014,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,12.0,1.0,0.0,4.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,10.0,1.0,6.0,6.0,1.0,1.0,2.0,3.0,3.0,2.0,8.0,13151.0,1.0
2015,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,10.0,1.0,0.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,8.0,13151.0,0.0
2016,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,11.0,1.0,6.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,8.0,13151.0,0.0
2017,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,11.0,1.0,7.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,8.0,13151.0,0.0
2014,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,12.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,2.0,7.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.0,8.0,17041.0,0.0
2015,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,12.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,1.0,1.0,2.0,10.0,8.0,2.0,8.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.0,8.0,17041.0,0.0
2016,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,10.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,2.0,8.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.0,8.0,17041.0,0.0
2017,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,3.0,8.0,0.0,0.0,1.0,1.0,1.0,10.0,8.0,2.0,8.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.0,8.0,17041.0,0.0
2015,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,2.0,0.0,2.0,20.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,1.0,8.0,13049.0,28.0
2016,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,2.0,0.0,5.0,20.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,17.0
2017,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,3.0,5.0,1.0,6.0,1.0,0.0,1.0,12.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13159.0,6.0
2016,1.0,1.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,3.0,4.0,10.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,4.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,8.0,9132.0,0.0
2017,1.0,1.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,1.0,2.0,2.0,0.0,0.0,5.0,13.0,2.0,1.0,1.0,2.0,9.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,2.0,8.0,9132.0,2.0
2014,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,6.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,10.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,8.0,8194.0,0.0
2015,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,10.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,8.0,8194.0,0.0
2016,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,7.0,2.0,8.0,8194.0,0.0
2017,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,3.0,0.0,5.0,1.0,4.0,4.0,8.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,7.0,2.0,8.0,8194.0,1.0
2014,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,7.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,14067.0,4.0
2015,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,1.0,6.0,3.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,14067.0,2.0
2016,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,3.0,0.0,2.0,6.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,14067.0,2.0
2015,1.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,0.0,8.0,19039.0,2.0
2016,1.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,9.0,7.0,2.0,5.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,0.0,8.0,19039.0,3.0
2014,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,0.0,5.0,2.0,9.0,5.0,11.0,1.0,7.0,6.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,14195.0,0.0
2015,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,4.0,0.0,5.0,2.0,8.0,5.0,12.0,1.0,7.0,6.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,14195.0,2.0
2016,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,8.0,2.0,4.0,5.0,12.0,1.0,7.0,6.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,14195.0,0.0
2017,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,3.0,0.0,7.0,2.0,9.0,5.0,12.0,1.0,7.0,7.0,2.0,1.0,2.0,3.0,3.0,1.0,8.0,14195.0,1.0
2014,1.0,1.0,2.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,2.0,6.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,0.0
2015,1.0,1.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,7.0,6.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,4.0,12.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,5.0
2016,1.0,1.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,2.0,0.0,5.0,7.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,0.0
2017,1.0,1.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13049.0,0.0
2014,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,2.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,4.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,14077.0,15.0
2015,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,1.0,5.0,10.0,9.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,6.0,14077.0,15.0
2016,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,3.0,1.0,9.0,10.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,6.0,14077.0,16.0
2017,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,4.0,0.0,6.0,10.0,8.0,2.0,7.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,8.0,14077.0,31.0
2014,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,25.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,13191.0,0.0
2015,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,3.0,24.0,1.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,13191.0,1.0
2016,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,17.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,6.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,13191.0,0.0
2017,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,13191.0,0.0
2016,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,6.0,9.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,2.0,8.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,6.0,0.0,8.0,20192.0,1.0
2017,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,6.0,0.0,7.0,1.0,0.0,0.0,2.0,5.0,8.0,0.0,0.0,2.0,0.0,2.0,6.0,6.0,2.0,8.0,1.0,4.0,1.0,4.0,1.0,2.0,5.0,6.0,0.0,8.0,20192.0,0.0
2014,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,1.0,8.0,2197.0,0.0
2015,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,6.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,7.0,0.0,15.0,2197.0,0.0
2014,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,100.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,8.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,8.0,1.0,9.0,8145.0,0.0
2015,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,100.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,9.0,1.0,6.0,5.0,1.0,1.0,2.0,3.0,8.0,0.0,8.0,8145.0,2.0
